movie_title,genres,director_name,actor_1,actor_2,actor_3
Ghayal,Drama,Ramchandra Thakur,Geeta Bali,Sulochana Chatterjee,Nand Kishore
Ghayal,"Action, Crime, Drama",Rajkumar Santoshi,Sunny Deol,Amrish Puri,Meenakshi Sheshadri
Ghayal Once Again,"Action, Crime, Drama",Sunny Deol,Sunny Deol,Soha Ali Khan,Om Puri
Ghayal Sherni,"Action, Crime, Thriller",K. Bapaiah,Aruna,Jayanthi,Satyanarayana Kaikala
Ghazab,"Action, Comedy, Drama",C.P. Dixit,Seema Deo,Dharmendra,Krishan Dhawan
Ghazab Tamasha,"Comedy, Romance",Ranjeet,Rahul Roy,Anu Agrawal,Tanuja
Ghazal,Drama,Rehman Naushad,Shoma Anand,Sunil Dhawan,Iftekhar
Ghera Ghaav,Action,Uday Kiran,Anita Hassanandani Reddy,Ashish Vidyarthi,
Gho Gho Rani,"History, Romance",Munni Pankaj,Nishi Neha Mishra,Pankaj Kamal,Akash Kumar
Ghoomketu,Comedy,Pushpendra Nath Misra,Nawazuddin Siddiqui,Ragini Khanna,Richa Chadha
Ghoonghat,"Action, Comedy, Drama",Chinni Prakash,Inder Kumar,Ayesha Jhulka,Arun Bakshi
Ghost,Horror,Puja Bedi,Shiney Ahuja,Sayali Bhagat,Julia Bliss
Ghost,"Horror, Thriller",Vikram Bhatt,Sanaya Irani,Shivam Bhaargava,Vikram Bhatt
Ghost Stories,"Horror, Thriller",Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap
Ghost Story - An Abstract Film,Horror,Zubair Khan,Farrah Kader,Samidha Kiran,Aabid Shamim
Ghubar,"Crime, Mystery",Swaminathan Sridhar,Vijay Kumar,Vivek Pandey,Jitendra Rana
Ghulam,"Action, Crime, Drama",Vikram Bhatt,Aamir Khan,Rani Mukerji,Rajit Kapoor
Ghulam Begam Badshah,"Drama, Family",Jambulingam,Shatrughan Sinha,Anil Dhawan,Moushumi Chatterjee
Ghulam Begum Badshah,"Drama, History",Jugal Kishore,Daljeet,Malika,Nishi
Ghulam-E-Musthafa,"Action, Crime, Drama",Partho Ghosh,Nana Patekar,Raveena Tandon,Paresh Rawal
Ghulami,"Action, Drama",J.P. Dutta,Dharmendra,Mithun Chakraborty,Naseeruddin Shah
Ghulami,,Mohan Wadhwani,David Abraham,Mumtaz Begum,Renuka Devi
Ghunghat,"Drama, Family",Ramanand Sagar,Pradeep Kumar,Bina Rai,Bharat Bhushan
Ghunghat,,Arun,Nirmala Devi,Leela Mishra,
Ghunghatwali,,Kanjibhai Rathod,Ansuya,,
Ghungroo,Drama,Hiren Bose,Om Prakash,K.N. Singh,
Ghungroo,"Drama, Family",Ram P. Sethi,Smita Patil,Shashi Kapoor,Kunal Goswami
Ghungroo Ki Awaaz,"Mystery, Thriller",Shyam Ramsay,Tulsi Ramsay,Vijay Anand,Rekha
Ghutan,Horror,Shyam Ramsay,Aryan Vaid,Tarun Arora,Pooja Bharti
Giddh: The Vulture,Drama,T.S. Ranga,Om Puri,Smita Patil,Nana Patekar
Gilli Gilli Atta,Comedy,Pankaj Parashar,Mukesh Ahuja,Mreenal Deshraj,Abbas Khandwala
Gimbago the Dark Knight,Horror,Vijay Kumar,,,
Ginny Aur Johnny,"Comedy, Drama, Family",Mehmood,Mehmood,Baby Ginni,Amjad Khan
Ginny Weds Sunny,"Comedy, Drama, Romance",Puneet Khanna,Yami Gautam,Vikrant Massey,Ayesha Raza
Gippi,"Comedy, Drama",Sonam Nair,Acchui,Anjali,Faraz Ansari
Gipsy Sunset,"Drama, Thriller",Kavi Raz,Alberto Lee,Consuelo Vega,John Idakitis
Giraft,Thriller,S.U. Syed,Shagufta Ali,Hemant Birje,Mukesh Khanna
Giraftaari,Action,Priyadarshan,Amala Akkineni,Nagarjuna Akkineni,Sharat Saxena
Girdhar Gopal Ki Mira,,Prafulla Roy,Arunadan,Arun Das,Kamala Jharia
Giribala,,,,,
Girl Friend,Romance,Satyen Bose,Kishore Kumar,Waheeda Rehman,Nasir Hussain
Girl from Fiji,Romance,Vishwa Naidu,,,
Girlfriend,Drama,Karan Razdan,Isha Koppikar,Aashish Chaudhary,Amrita Arora
Girls' Hostel,Drama,Ravindra Dave,Ajit,Nalini Jaywant,Johnny Walker
Girls' School,,Amiya Chakrabarty,Geeta Bali,Mangla,Sajjan
Glamour Girl,Crime,Rakesh Bedi,Kishore Anand Bhanushali,Dolly Bindra,Poonam Dasgupta
Glimpse of Bihar Mahila Udyog Mela,Documentary,Devendra Chaudhary,Ranjan Mistry,Ambuj Prasoon,
Global Baba,Thriller,Manoj Shidheshwari Tiwari,Pankaj Tripathi,Sandeepa Dhar,Abhimanyu Singh
Go,"Crime, Drama, Romance",Manish Srivastav,Gautam Gupta,Priyanka Kothari,Kay Kay Menon
Go Goa Gone,"Action, Adventure, Comedy",Krishna D.K.,Raj Nidimoru,Saif Ali Khan,Kunal Khemu
Go Goa Gone 2,"Action, Adventure, Comedy",Krishna D.K.,Raj Nidimoru,Saif Ali Khan,Radhika Madan
Goa Dalli CID 999,"Crime, Thriller",Dhorairaj Bhagavan,Rajkumar,Sabitha Perara,Lakshmi
Goatbait,Drama,Nikhil Bose,Prashansa Sharma,Vikas Rawat,Lakshyraj Rathod
Gobar,Drama,Sabal Singh Shekhawat,,,
God and Gun,Drama,Esmayeel Shroff,Raaj Kumar,Jackie Shroff,Gautami
God Children,Documentary,Reshel Shah,,,
God of gods,Documentary,Venkatesh Bk,Tejaswini Manogna,Triyug Mantri,Raj Singh Verma
God Only Knows!,Comedy,Bharat Dabholkar,Anjan Srivastav,Dilip Prabhavalkar,Viju Khote
God Tussi Great Ho,"Comedy, Drama, Fantasy",Rumi Jaffery,Amitabh Bachchan,Salman Khan,Priyanka Chopra Jonas
Godaam,Drama,Akksar Allahabadi,Akhil Gaurav Singh,Bipin Panigrahi,Babli
Godaan,Drama,Trilok Jetley,Raaj Kumar,Kamini Kaushal,Shashikala
Godam,Drama,Dilip Chitre,Satyadev Dubey,Madan Jain,Achyut Potdar
Godhra Tak: The Terror Trail,Documentary,Shubhradeep Chakravorty,,,
Godknows,Romance,Rajdutt Revankar,Rajdutt Revankar,,
Godmother,"Crime, Drama, Thriller",Vinay Shukla,Shabana Azmi,Milind Gunaji,Nirmal Pandey
Gogola,Sci-Fi,Balwant Dave,Azaad Irani,Nayam Palli,Polson
Going Rogue,"Action, Crime, Drama",Leon Rodriguez,Fabian Carrillo,Pepe Serna,Daniel Baldwin
Gokul,Drama,Arundhati Devi,Dipendra Acharya,Manoj Mitra,Tanuja
Gokul Ka Chor,,Vasant Phadke,Madhu Apte,Mohan Choti,Kumkum
Gokul Ka Raja,Drama,Bal Gajbar,Chandrakant,Dwarka Nath,Ratnamala
Gokula Krishna,Animation,Murugan V.,,,
Gol Gattam,"Comedy, Drama, Sport",Anuj Pandey,Ashay Vyas,Shardul Golwalkar,Taha Hussain
Gol Nishan,,Udwadia,Navinchandra,Gohar,Fakir Mohammad
Gola Barood,"Action, Crime, Drama",David Dhawan,Shatrughan Sinha,Kimi Katkar,Chunky Panday
GOLD,"Drama, History, Sport",Reema Kagti,Akshay Kumar,Mouni Roy,Kunal Kapoor
Golden Bar,Action,Ravi Kumar,Hemant Birje,Ali Khan,Umesh Kori
Golden Boys,Action,Ravi Varma,Jeet Goswami,Malini Kapoor,Yatin Karyekar
Golden Eyes Secret Agent 077,"Action, Crime, Mystery",Kamal Sharma,Mumtaz,Sailesh Kumar,B.M. Vyas
Golden Temple,Documentary,Bhimsain,,,
Golibar,Action,Nanubhai Vakil,Navinchandra,Moti,Kanta Kumari
Golimar,"Action, Crime, Thriller",Puri Jagannadh,Tottempudi Gopichand,Priyamani,Roja
Gollu Aur Pappu,Comedy,Kabir Sadanand,Dimple Kapadia,Deepak Tijori,Kunaal Roy Kapur
Golmaal 3,"Action, Comedy",Rohit Shetty,Mithun Chakraborty,Ajay Devgn,Kareena Kapoor
Golmaal 5,"Adventure, Comedy, Mystery",Rohit Shetty,Ajay Devgn,Kunal Khemu,Arshad Warsi
Golmaal Again,"Action, Comedy, Fantasy",Rohit Shetty,Ajay Devgn,Arshad Warsi,Tabu
Golmaal Kids,Comedy,Yogesh Varma,Kiran Janjani,Preeti Puri,Rahki Tondon
Golmaal Returns,"Comedy, Crime, Mystery",Rohit Shetty,Ajay Devgn,Kareena Kapoor,Arshad Warsi
Golmaal: Fun Unlimited,"Action, Comedy, Drama",Rohit Shetty,Ajay Devgn,Arshad Warsi,Sharman Joshi
Gomti Ke Kinare,"Drama, Family",Saawan Kumar Tak,Agha,Jalal Agha,Harbans Darshan M. Arora
GOMTI NI SAKHEN,Drama,Dinesh Rawal,,,
Gone Kesh,"Comedy, Drama",Qasim Khallow,Shweta Tripathi,Alisha,Deepika Amin
"Good Boy, Bad Boy","Comedy, Musical",Ashwini Chaudhary,Tusshar Kapoor,Emraan Hashmi,Isha Sharvani
Good Luck Jerry,"Comedy, Crime, Drama",Siddharth Sengupta,Janhvi Kapoor,Sushant Singh,Mita Vashisht
Good Luck!,"Comedy, Drama",Aditya Datt,Aryeman Ramsay,Sayali Bhagat,Sharat Saxena
Good Morning Sunshine,Drama,Sanjoy Nag,Shabana Azmi,Priyanka Bharti,Harsh Chhaya
Good Newwz,Comedy,Raj Mehta,Akshay Kumar,Kareena Kapoor,Diljit Dosanjh
Goodbye,"Comedy, Drama",Vikas Bahl,Amitabh Bachchan,Rashmika Mandanna,Neena Gupta
Googly Gumm Hai,"Romance, Thriller",Ajay K Saklani,Raksha Kumawat,Mridul Raj Anand,Mohit Mattoo
Gooli,"Action, Drama, Romance",P. Satya,Sudeep,Mamta Mohandas,Kishore Kumar G.
Goonga Pehelwan,"Documentary, Biography, Sport",Vivek Chaudhary,Prateek Gupta,Mit Jani,
Goonj,"Action, Drama, Musical",Jalal Agha,Kumar Gaurav,Juhi Chawla,Tinnu Anand
Goonj,"Drama, Family",Phani Majumdar,Master Bhagwan,Manju,Madan Puri
Goonj,"Action, Crime, Drama",S.U. Syed,Rakesh Roshan,Reena Roy,Mahendra Sandhu
Goonj Uthi Shehnai,"Musical, Romance",Vijay Bhatt,Rajendra Kumar,Ameeta,Anita Guha
Goopi Gawaiya Bagha Bajaiya,"Animation, Comedy, Drama",Shilpa Ranade,Aditya Sharma,Manish Bhawan,Vishal Kumar
Gopal - Krishna,"Adventure, Comedy, Drama",D. Raman,Prakash,Jayshree Gadkar,D.K. Sapru
Gopal Krishna,,Vishnupant Govind Damle,Sheikh Fattelal,Ram Marathe,Shanta Apte
Gopal Krishna,Fantasy,Vijay Sharma,Sachin Pilgaonkar,Zarina Wahab,Manher Desai
Gopala,"Drama, Family",Venugopal Shetty,,,
Gopalaa,Action,Akash Jain,Chunky Panday,Shilpa Shirodkar,Kiran Kumar
Gopi,"Action, Comedy, Drama",A. Bhimsingh,Dilip Kumar,Saira Banu,Pran
Gopi Kishan,"Action, Comedy, Drama",Mukesh Duggal,Sunil Shetty,Karisma Kapoor,Shilpa Shirodkar
Gopichand,,Ishwarlal,Prem Adib,Durga Khote,Shahu Modak
Gopichand Jasoos,"Comedy, Thriller",Naresh Kumar,Raj Kapoor,Zeenat Aman,I.S. Johar
Gopinath,Drama,Mahesh Kaul,Latika,Raj Kapoor,Tripti Mitra
Gora Aur Kala,"Action, Comedy, Drama",Naresh Kumar,Rajendra Kumar,Hema Malini,Rekha
Gora Babu,Action,Manjula,Akkineni Nageshwara Rao,Satyanarayan,
Gora Kumbhar,,Anand Kumar,Lalita Pawar,,
Goraa,"Action, Drama",Desh Gautam,Rajesh Khanna,Sulakshana Pandit,Raj Kiran
Gorakh Aya,,Chaturbhuj Doshi,Ram Apte,Trilok Kapoor,Sarla
Gori,Romance,Sudhakar Sharma,Sadashiv Amrapurkar,Bindu,Anupam Kher
Gori,Romance,,,,
Gori Aur Kaali,Action,Kishan Shah,Hemant Birje,Satnam Kaur,Amit Pachori
Gori Khol Darwaza,Action,Kishan Shah,Ramesh Goyal,Satnam Kaur,Ali Khan
Gori Tere Pyaar Mein!,"Comedy, Drama, Romance",Punit Malhotra,Imran Khan,Kareena Kapoor,Nizhalgal Ravi
Gorilla,Action,Aakkoo,Habib,Bimla Kumari,Krishna Kumari
Goswami Tulsidas,"Adventure, Drama, Fantasy",Adarsh,Shahu Modak,Jaymala Adarsh,P. Kailash
Gotakhor,Drama,Sanjeev Kumar Rajput,Anju Jadhav,Zuber K. Khan,Adarsh Kumar
Gotoma the Buddha,"Documentary, History",Rajbans Khanna,,,
Gour Hari Dastaan: The Freedom File,"Biography, Drama",Ananth Narayan Mahadevan,Vinay Pathak,Konkona Sen Sharma,Ranvir Shorey
Govindha Govindha,"Action, Crime, Drama",Ram Gopal Varma,Nagarjuna Akkineni,Sridevi,Kota Srinivasa Rao
GRADE,Drama,Anup Samaddar,Mrinalini Chatterjee,Swati Ghosh,Mrinalini Chatterjee
Grah Laxmi,,Sevak,Manorama,,
Grahan,"Crime, Drama",Shashilal K. Nair,Jackie Shroff,Manisha Koirala,Anupama Verma
Grahan,Drama,Arvind Kumar Sinha,B.B. Bhalla,Subhash Ghai,Moolchand
Grahasthi,Drama,Prashant Nanda,Yogeeta Bali,Bharat Bhushan,Ramesh Deo
Grahasti,"Drama, Family",Kishore Sahu,Ashok Kumar,Nirupa Roy,Pushpavalli
Grahasti,"Drama, Family",S.M. Yusuf,Sulochana Chatterjee,Faizi,Kuldip Kaur
Grama Kanya,Drama,Sarvottam Badami,Sabita Devi,Aruna,Surendra
Gramayan,Documentary,Arun Khopkar,,,
Gramophone Singer,,V.C. Desai,Ramchandra Thakur,Surendra,Bibbo
Grand Masti,"Comedy, Drama, Thriller",Indra Kumar,Riteish Deshmukh,Vivek Oberoi,Aftab Shivdasani
Great Dance,"Family, Music, Romance",Shiroe Brothers,Roshin Shiroe,Shibin Shiroe,
Great Grand Masti,"Comedy, Drama, Fantasy",Indra Kumar,Urvashi Rautela,Riteish Deshmukh,Vivek Oberoi
Great Target,Action,Dr. Rajiv,Pramod Anand,Ashima Bhalla,Biswajit Chatterjee
Greater Elephant,Comedy,Srinivas Sunderrajan,Hussain Dalal,Naveen Kaushik,Rajiv Mishra
Green,Drama,Prashant Nagenrda,Paridhi Sharma,Divyangana Jain,Sanjay Singh
Green Bappa,Documentary,Mithun Mohan Udyawar,,,
Green Signal,Reality-TV,Sharadsingh Thakur,Jiya Chabra,Omkar Das Manikpuri,Rupali Pawar
Griha Pravesh,"Drama, Romance",Basu Bhattacharya,Sanjeev Kumar,Sharmila Tagore,Sarika
Grihalakshmi,,Raman B. Desai,Shahu Modak,Nazir,Pandharibai
Grihalakshmi - The Awakening,Family,Arvind Pandey,,,
Grihalaxmi,,Sarvottam Badami,Asooji,Balaram,Sabita Devi
GST - Galti Sirf Tumhari,Drama,Suryakant Tyagi,Navi Bhangu,Poonam Pandey,Manisha Thakur
Guddi,"Drama, Comedy, Family",Hrishikesh Mukherjee,Dharmendra,Jaya Bachchan,Sumita Sanyal
Guddu,"Drama, Romance",Prem Lalwani,Deepti Naval,Mukesh Khanna,Manisha Koirala
Guddu Ki Gun,Comedy,Sheershak Anand,Shantanu Ray Chhibber,Kunal Khemu,Payel Sarkar
Guddu Rangeela,"Comedy, Drama",Subhash Kapoor,Arshad Warsi,Amit Sadh,Ronit Roy
Gudgudee,"Musical, Romance",Basu Chatterjee,Anupam Kher,Pratibha Sinha,Jugal Hansraj
Gudia,Drama,Goutam Ghose,Mithun Chakraborty,Nandana Sen,Pran
Gudia,,R. Pandya,Achyut Govind Ranade,Eddie Billimoria,Balraj Sahni
Gudia,Romance,,,,
Guest House,Mystery,Ravindra Dave,Ajit,Shakila,Pran
Guest House,Horror,Shyam Ramsay,Tulsi Ramsay,Prem Krishan,Padmini Kapila
Guest House,Horror,Babu Ganeshan,,,
Guest iin London,Comedy,Ashwani Dhir,Kartik Aaryan,Kriti Kharbanda,Paresh Rawal
Guest Unwanted,"Crime, Thriller",Parvinder Singh Wraich,Harkiran Kaur Wraich,Happy BanMajra,Baljeet Madwara
Guide,"Drama, Musical, Romance",Vijay Anand,Dev Anand,Waheeda Rehman,Leela Chitnis
Guilty,Crime,Amey Karhade,Rishita Palshetkar,Mahima Thakar,Gdev
Guilty,"Drama, Thriller",Ruchi Narain,Kiara Advani,Taher Shabbir,Akansha Ranjan Kapoor
Gul Badan,,Kanjibhai Rathod,Ansuya,,
Gul Bahar,,Nanubhai Vakil,Hemanta Mukherjee,Shakila,Randhir
Gul Gulshan Gulfam,Drama,Sarfraz Alvi,Vijay Koul,Arjun Manhas,Vikram Sharmaa
Gul Makai,"Biography, Drama, War",Amjad Khan,Reem Shaikh,Divya Dutta,Atul Kulkarni
Gul Sanobar,"Drama, Fantasy",Aspi Irani,Agha,Habib,Jagdish Kanwal
Gul Sanobar,"Fantasy, History",Homi Master,Ruby Mayer,Dinshaw Bilimoria,Zubeida
Gulaab Gang,"Action, Drama",Soumik Sen,Madhuri Dixit,Juhi Chawla,Divya Jagdale
Gulaabo,Action,Prasanth Shukla,Janardhan Varma,Rekha Varma,Sharda Varma
Gulaal,"Crime, Drama, Thriller",Anurag Kashyap,Kay Kay Menon,Raj Singh Chaudhary,Raja Chaudhary
Gulabi Gang,Documentary,Nishtha Jain,Sampat Pal Devi,Ram Dulari,Devrati
Gulabi Raaten,Crime,P. Venu,Devan,Raj Mohan,Pramila
Gulabo Sitabo,"Comedy, Drama",Shoojit Sircar,Amitabh Bachchan,Ayushmann Khurrana,Vijay Raaz
Gulam Daku,,Moti B. Gidwani,Ghaznavi,Rafiq Ghaznavi,
Gulami Ki Zaanjeerein,,C.P. Sharma,Chander Sharma,Akashdeep,Kamini Kaushal
Gul-e-Bakavali,,Anand Prasad Kapoor,Ashraf Khan,Zebunissa,
Gul-e-Bakavali,,Jugal Kishore,Nishi,Paidi Jairaj,D.K. Sapru
Gul-e-Bakavali,Fantasy,Rustom Modi,Feroze Dastur,Rabab,Udwadia
Gul-E-Begum Badshah,Action,T.R. Rajakumari,M.G. Ramachandran,,
Gulfam,Drama,Sanamjit Singh Talwar,Aryan Bhangu,Manu Rishi Chadha,Anupam Maanav
Gully Boy,"Drama, Music, Romance",Zoya Akhtar,Vijay Varma,Nakul Roshan Sahdev,Ranveer Singh
Gully Life: The Story of Divine,"Documentary, Biography, Music",Akshat Gupt,,,
Gulmohar,Drama,Varadraj Swami,Nikunj Malik,Brijeshkumar Jha,Vivekanand Jha
Gulru Zarina,,J.J. Madan,Abdul Rehman Kabuli,Jehanara Kajjan,Keravala
Gulshane Alam,,Shahzadi,,,
Gumnaam,"Drama, Mystery, Thriller",Raja Nawathe,Nanda,Manoj Kumar,Pran
Gumnaam,Horror,Dilip Gulati,Tanya Oberoi,Madhur,Parvez
Gumnaam Hai Koi,Mystery,Yash Kapoor,Jeevan,Shreeram Lagoo,Neeta Mehta
Gumnaam: The Mystery,"Action, Crime",Neeraj Pathak,Dino Morea,Mahima Chaudhry,Suman Ranganath
Gumnaami,"Action, Drama, History",Srijit Mukherji,Prasenjit Chatterjee,Anirban Bhattacharya,Tanushree Chakraborty
Gumnam Hai Koi,Thriller,K.I. Sheikh,Sohail Khan,Rani Sinha,Meenakshi
Gumnam Qatil,Horror,Harinam Singh,Yunus Parvez,Mahesh Raaj,Ghanshyam Rohera
Gumrah,,,,,
Gumrah,"Drama, Romance",B.R. Chopra,Ashok Kumar,Mala Sinha,Sunil Dutt
Gumrah,"Action, Romance",Manik Prem,Reena Roy,Subhash Ghai,Danny Denzongpa
Gumrah,"Action, Crime, Drama",Mahesh Bhatt,Sanjay Dutt,Sridevi,Anupam Kher
Gumrah Jawani,Thriller,P. Chandrakumar,Silk Smitha,,
Gumsum,Drama,Dayanand,Arun Govil,Madhu Kapoor,Shakti Kapoor
Gun Fight,Action,Shyam Kumar,Amar Nath,Nilofer,Tun Tun
Gun Pe Done,Comedy,Abhik Bhanu,Bidita Bag,Tara-Alisha Berry,Vrajesh Hirjee
Gunaah,"Action, Thriller",Mahesh Bhatt,Sunny Deol,Dimple Kapadia,Sumeet Saigal
Gunaah,"Crime, Drama, Thriller",Amol Shetge,Bipasha Basu,Dino Morea,Ashutosh Rana
Gunaahon Ka Devta,Action,,,,
Gunah,,Kidar Nath Sharma,Geeta Bali,Jagdev,Vijayalaxmi
Gunah,,Johnny Whisky,,,
Gunah Aur Kanoon,Crime,B.R. Ishara,Sanjeev Kumar,Kumkum,Sailesh Kumar
Gunah Ki Raat,Action,T.N. Balakrishna,Srinath,,
Gunaho Ka Mandir,Crime,Keshav Rathod,Deepak Javeri,,
Gunahon Ka Devta,Drama,Devi Sharma,Mehmood,Jeetendra,Rajshree
Gunahon Ka Devta,Action,Kawal Sharma,Mithun Chakraborty,Sangeeta Bijlani,Aditya Pancholi
Gunahon Ka Faisla,Action,Shibu Mitra,Shatrughan Sinha,Dimple Kapadia,Chunky Panday
Gunahon Ka Raaste,Action,Radhakant,Dara Singh,Sanjana,Nisar Ahmad Ansari
Gunahon Ke Shatranj,,Chandrakant Sangani,Mohan Choti,Dinesh Hingoo,Satyendra Kapoor
Gunahon Ki Devi,Action,Ishrat Ali,Shehzad Khan,Mac Mohan,Raza Murad
Gunda,"Action, Crime, Drama",Mohammed Hussain,Nisar Ahmad Ansari,Master Bhagwan,Shakeela Bano Bhopali
Gunda,"Action, Comedy, Crime",Kanti Shah,Mithun Chakraborty,Mukesh Rishi,Mohan Joshi
Gunda Gang,Action,Kodanda Rami Reddy A.,Mohan Babu,Charan Raj,Vijayshanti
Gunda Mawali,Action,Sunil Agnihotri,Ishrat Ali,Shubha Khote,Rami Reddy
Gundaraj,Action,Guddu Dhanoa,Ajay Devgn,Amrish Puri,Kajol
Gunday,"Action, Drama, Musical",Ali Abbas Zafar,Ranveer Singh,Arjun Kapoor,Priyanka Chopra Jonas
Gunde Ki Adalat,Action,S.S. Ravichandra,Amala Akkineni,Sarath Babu,Venkatesh Daggubati
Gunehgaar,Action,Rahul Rawail,Rishi Kapoor,Parveen Babi,Rajendra Kumar
Gunehgaar,Crime,Master Bhagwan,Chandrarao,Master Bhagwan,Hansa Wadkar
Gunehgaar,Action,Yogesh Chhabra,Bharat Bhushan,Yogesh Chhabra,Ravi Davar
Gunehgar,Drama,Vikram Bhatt,Atul Agnihotri,Ishrat Ali,Pooja Bhatt
Gunehgar,,Gohar,Haider Shah,,
Gunehgar,"Action, Crime",R. Thakur,Sanjeev Kumar,Kumkum,Sheikh Mukhtar
Gunehgar,Action,Laxmi,Prabhu,Sukanya,
Gunehgar Kaun,"Drama, Thriller",Ashok Gaekwad,Raj Babbar,Mohsin Khan,Sujata Mehta
Gunehgar the Criminal,Action,Kamal Haasan,Sripriya,,
Gunfighter Johnny,,K.S.R. Das,Krishna Ghattamaneni,Jyothi Lakshmi,
Gunga Jumna,"Action, Drama, Musical",Nitin Bose,Dilip Kumar,Vyjayanthimala,Nasir Khan
Gunjan,,V.C. Desai,David Abraham,Nalini Jaywant,Trilok Kapoor
Gunjan Saxena: The Kargil Girl,"Action, Biography, Drama",Sharan Sharma,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi
Guns of Banaras,Action,Shekkhar Suri,Karann Nathh,Nathalia Kaur,Ganesh Venkatraman
Gunsundari,"Drama, Family",Chandulal Shah,Gohar,Keki Bawa,Gangaprasad Pathak
Gunwali Dulhaniya,"Comedy, Romance",Shantanu Anant Tambe,Kanchan Awasthi,Mayur Kumar,Elvis Chaturvedi
Gupt Gyan,Drama,B.K. Adarsh,Bharat Kapoor,Jaymala Adarsh,Manher Desai
Gupt Gyan,Drama,Suresh Jain,Harish Shetty,Mohini Manik,Gulshan
Gupt Raj,,Pran,,,
Gupt Sandesh,Drama,Sunder Muthy,Chakravarti,Kamini,Bharat Nagraj
Gupt Shastra,Drama,Heena Kausar,Satish Arora,Baldev Khosa,Faryal
Gupt: The Hidden Truth,"Action, Crime, Mystery",Rajiv Rai,Bobby Deol,Kajol,Manisha Koirala
Guptdhan,Thriller,Piyush Alankar,Shikha Trivedi,,
Gurgaon,"Crime, Thriller",Shanker Raman,Akshay Oberoi,Pankaj Tripathi,Aamir Bashir
Guru,Crime,Umesh Mehra,Mithun Chakraborty,Sridevi,Shakti Kapoor
Guru,"Action, Crime, Drama",I.V. Sasi,Kamal Haasan,Sridevi,Y.G. Mahendran
Guru,Action,Swapan Saha,Mithun Chakraborty,Kaushik Banerjee,Rachana Banerjee
Guru,Drama,Mani Ratnam,Mithun Chakraborty,Abhishek Bachchan,Aishwarya Rai Bachchan
Guru,"Documentary, Drama",Tamás Tóth,Vrajmohan Pathak,,
Guru Aur Chela,Action,Chand,Jyothi Lakshmi,Mehmood Jr.,Sheikh Mukhtar
Guru Bhakti,Drama,Rajendra Kumar,Rajan Haksar,Manju,
Guru Dakshina,Drama,Dayal Nihalani,Shikha Dewan,Pallavi Joshi,Satish Kaushik
Guru Ghantal,,Navinchandra,,,
Guru Ghantal,Drama,Ajit,Helen,Usha Kiran,Meena Kumari
Guru Ho Jaa Shuru,"Action, Crime, Drama",Shiv Kumar,Ashok Kumar,Mahendra Sandhu,Prema Narayan
Guru ji: Ahead of time,Biography,Sudipto Sen,,,
Guru Mahaaguru,"Action, Drama",T.L.V. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Birbal
Guru Sishyan,"Action, Comedy",S.P. Muthuraman,Rajinikanth,Prabhu,Gautami
Guru Sishyan,Romance,Sakthi Chidambaram,Amarasigamani,Shruti Marathe,Sathyaraj
Guru Suleman Chela Pahelwan,"Action, Comedy",Radhakant,Dara Singh,Mehmood,Bindu
"Guru, a Hijra Family",Documentary,Laurie Colson,Axelle Le Dauphin,,
Gurudakshina,,Gulab,Prem Pal,Krishna Rane,
Gurudakshina,Drama,Kiran Phadnis,Roopa Ganguly,Rupsha Guha,Girish Karnad
Gurudev,"Action, Drama, Romance",Vinod Mehra,Rishi Kapoor,Sridevi,Anil Kapoor
Gustakhi Maaf,Comedy,Raj Kumar Bedi,Rajkumar Bedi,Tanuja,Sanjeev Kumar
Guthlee,Drama,Ishrat R. Khan,Sanjay Mishra,Subrat Dutta,Kalyanee Mulay
Gutrun Gutargun,Family,Pratik Sharma,Chandrashekhar,Asmita Sharma,
Gutter Boy,Drama,Anupam Khanna Baswal,Laxmi Kant Baswala,Ajeet Kumar,Ankit Mahna
Guy in the blue,"Mystery, Romance, Thriller",Akhilesh Verma,Jannat Shekhawat,Varsha Varsha,Uma Verma
Guzaara,Drama,S.M. Yusuf,Paro Devi,Karan Dewan,Jabeen Jalil
Guzaarish,"Drama, Romance",Sanjay Leela Bhansali,Hrithik Roshan,Aishwarya Rai Bachchan,Shernaz Patel
Gwalan,,Baburao Patel,Trilok Kapoor,Madhuri,Sushila Rani
Gwalior,Thriller,Jaspal Singh Sandhu,Rajeev Barnwal,Neena Gupta,Sanjay Mishra
Gyaniji,"Drama, Fantasy",Chaman Nillay,Sunil Dutt,Kamini Kaushal,Rajendranath Malhotra
Gyara Hazar Ladkian,Drama,Khwaja Ahmad Abbas,Mala Sinha,Bharat Bhushan,Helen
Gypsy,Action,Sultan,Kamran,Naazi,Sham
Gypsy Girl,Fantasy,Aakkoo,Amarnath,Uma Dutt,Indira
Ha Ha Hee Hee Ho Ho,Comedy,P.L. Santoshi,Raja Gosavi,Ranjana,Sajjan
Haadsaa,"Action, Thriller",Akbar Khan,Akbar Khan,Ranjeeta Kaur,Smita Patil
Haal-e-Dil,"Drama, Romance",Anil Devgan,Amita Pathak,Nakuul Mehta,Adhyayan Suman
Haan Maine Bhi Pyaar Kiya,"Drama, Musical, Romance",Dharmesh Darshan,Akshay Kumar,Karisma Kapoor,Abhishek Bachchan
